Frequency list: Lemma frequencies in entire "AP: comments, Guardian"
__________________

Number	Lemma	Frequency
3754	vested	15
3755	vision	15
3756	voluntary	15
3757	wanting	15
3758	warm	15
3759	whim	15
3760	wholeheartedly	15
3761	widow	15
3762	wild	15
3763	wolf	15
3764	worse	15
3765	24	14
3766	99%	14
3767	abraham	14
3768	absent	14
3769	adesina	14
3770	adjust	14
3771	admittedly	14
3772	afghanistan	14
3773	albeit	14
3774	align	14
3775	ally	14
3776	annoyed	14
3777	applicant	14
3778	articulate	14
3779	at10ptuppercase	14
3780	atadekunle	14
3781	atamoebae	14
3782	atanatolykasparov	14
3783	atapatadide	14
3784	atccw1	14
3785	atcontragnome	14
3786	atdenovo1	14
3787	atdustdevil	14
3788	atgolub2	14
3789	atkeith	14
3790	atkonstantina2	14
3791	atmcnabb	14
3792	atmichaelsylvain	14
3793	atortho	14
3794	atpentagua	14
3795	atrobwhelk	14
3796	atsamantha44	14
3797	atsparrow10	14
3798	attheeaglet	14
3799	atthomaspaine2	14
3800	awkward	14
3801	beer	14
3802	bend	14
3803	betray	14
3804	brainwash	14
3805	bryant	14
3806	burger	14
3807	cartoon	14
3808	chancellor	14
3809	chase	14
3810	cheers	14
3811	chief	14
3812	churchill	14
3813	closed	14
3814	comedy	14
3815	comer	14
3816	commissioner	14
3817	conveniently	14
3818	cornerstone	14
3819	deed	14
3820	delude	14
3821	demonstration	14
3822	disorder	14
3823	disprove	14
3824	dollar	14
3825	dreadful	14
3826	dyslexic	14
3827	easier	14
3828	embarrass	14
3829	endorsement	14
3830	enormous	14
3831	fashioned	14
3832	financially	14
3833	finding	14
3834	flood	14
3835	forced	14
3836	fossil	14
3837	friendly	14
3838	fringe	14
3839	generate	14
3840	golden	14
3841	grandchildren	14
3842	grandparent	14
3843	gross	14
3844	horseshit	14
3845	host	14
3846	hostage	14
3847	hostility	14
3848	huh	14
3849	iceland	14
3850	imam	14
3851	imho	14
3852	implicit	14
3853	implode	14
3854	impress	14
3855	industry	14
3856	influential	14
3857	insight	14
3858	inter	14
3859	interestingly	14
3860	intrinsically	14
3861	ive	14
3862	joining	14
3863	kate	14
3864	kindly	14
3865	liability	14
3866	loophole	14
3867	maintenance	14
3868	male/female	14
3869	mask	14
3870	mature	14
3871	meat	14
3872	michelle	14
3873	mid	14
3874	moot	14
3875	neck	14
3876	nightmare	14
3877	nun	14
3878	objector	14
3879	odds	14
3880	omo	14
3881	oops	14
3882	opportunist	14
3883	orwellian	14
3884	outrage	14
3885	overlook	14
3886	overnight	14
3887	overturn	14
3888	patronising	14
3889	peculiar	14
3890	pedantic	14
3891	perpetuate	14
3892	persist	14
3893	personality	14
3894	phobia	14
3895	popularity	14
3896	pork	14
3897	portray	14
3898	portugal	14
3899	post-menopausal	14
3900	pot	14
3901	pronounce	14
3902	purport	14
3903	radically	14
3904	rain	14
3905	rapidly	14
3906	rebellion	14
3907	recover	14
3908	reduction	14
3909	redundant	14
3910	relaxed	14
3911	remarry	14
3912	representation	14
3913	republic	14
3914	revelation	14
3915	sabbath	14
3916	salary	14
3917	satisfaction	14
3918	scot	14
3919	secretly	14
3920	severe	14
3921	sex-blind	14
3922	sexism	14
3923	shameful	14
3924	shower	14
3925	shrug	14
3926	slaughter	14
3927	snake	14
3928	sod	14
3929	soldier	14
3930	string	14
3931	submit	14
3932	subsequently	14
3933	suffering	14
3934	surgery	14
3935	swallow	14
3936	sydenham	14
3937	sympathetic	14
3938	talking	14
3939	theresa	14
3940	throat	14
3941	ticket	14
3942	translate	14
3943	twitter	14
3944	typo	14
3945	uk.	14
3946	unaware	14
3947	unbelievable	14
3948	unfaithful	14
3949	universally	14
3950	unwilling	14
3951	upbringing	14
3952	upheld	14
3953	versa	14
3954	victimhood	14
3955	video	14
3956	warrant	14
3957	wherever	14
3958	written	14
3959	youre	14
3960	//www.youtube.com/watch	13
3961	200	13
3962	2014	13
3963	80%	13
3964	adequate	13
3965	administration	13
3966	adulterer	13
3967	aged	13
3968	agitate	13
3969	alot	13
3970	alright	13
3971	anachronism	13
3972	annul	13
3973	anonymous	13
3974	apologist	13
3975	appearance	13
3976	arousal	13
3977	aspire	13
3978	assign	13
3979	assurance	13
3980	asylum	13
3981	atalimacleod	13
3982	atcrazyjane	13
3983	atgerard100	13
3984	atmactheanti	13
3985	atmerchantsister	13
3986	atmylf01	13
3987	atnicetime	13
3988	atpuljon	13
3989	atsantorum	13
3990	atse26lad	13
3991	atthincat1	13
3992	attimmiddleton	13
3993	attycroes65	13
3994	atvrager	13
3995	await	13
3996	barrier	13
3997	behavior	13
3998	bell	13
3999	bestow	13
4000	bi	13
4001	boost	13
4002	bp	13
4003	breath	13
4004	bright	13
4005	btl	13
4006	button	13
4007	california	13
4008	cap	13
4009	chain	13
4010	champion	13
4011	chingford	13
4012	church(es)	13
4013	civilly	13
4014	closer	13
4015	clothes	13
4016	coin	13
4017	compassionate	13
4018	compulsion	13
4019	conversion	13
4020	corporation	13
4021	correction	13
4022	correspondence	13
4023	couldnt	13
4024	councillor	13
4025	coupling	13
4026	creep	13
4027	cure	13
4028	dc	13
4029	declining	13
4030	decriminalisation	13
4031	deficit	13
4032	delight	13
4033	demonstrably	13
4034	despair	13
4035	dinner	13
4036	distaste	13
4037	doom	13
4038	dwindling	13
4039	e.	13
4040	economics	13
4041	eliminate	13
4042	embarrassed	13
4043	enlightenment	13
4044	entertaining	13
4045	episode	13
4046	equation	13
4047	euro	13
4048	exodus	13
4049	facto	13
4050	ffs	13
4051	fibre	13
4052	flaunt	13
4053	flaw	13
4054	foolish	13
4055	foster	13
4056	generalisation	13
4057	generous	13
4058	giant	13
4059	goods	13
4060	grind	13
4061	guard	13
4062	harassment	13
4063	hazard	13
4064	hello	13
4065	hereditary	13
4066	honeymoon	13
4067	implicitly	13
4068	inclined	13
4069	incorporate	13
4070	independence	13
4071	indication	13
4072	informed	13
4073	innate	13
4074	intellect	13
4075	intimate	13
4076	invalid	13
4077	invasion	13
4078	island	13
4079	item	13
4080	jameslegrand	13
4081	jealous	13
4082	joseph	13
4083	justin	13
4084	lammy	13
4085	lawful	13
4086	making	13
4087	manifest	13
4088	milk	13
4089	ministry	13
4090	miserable	13
4091	misleading	13
4092	mob	13
4093	moreover	13
4094	moronic	13
4095	mortgage	13
4096	nest	13
4097	ni	13
4098	non-christian	13
4099	oblivion	13
4100	opportunistic	13
4101	outright	13
4102	passion	13
4103	payer	13
4104	pen	13
4105	phenomenon	13
4106	poorly	13
4107	pray	13
4108	preferred	13
4109	prevailing	13
4110	prisoner	13
4111	privately	13
4112	proceed	13
4113	profile	13
4114	profit	13
4115	provoke	13
4116	psychologically	13
4117	publicity	13
4118	quit	13
4119	reliable	13
4120	religous	13
4121	resulting	13
4122	revulsion	13
4123	righteous	13
4124	rinse	13
4125	roof	13
4126	russell	13
4127	sanity	13
4128	second-class	13
4129	secondary	13
4130	selous	13
4131	shag	13
4132	sheet	13
4133	shepherd	13
4134	shire	13
4135	shoulder	13
4136	simultaneously	13
4137	sincere	13
4138	skill	13
4139	smack	13
4140	smile	13
4141	spokesman	13
4142	sport	13
4143	stink	13
4144	stranger	13
4145	strawman	13
4146	supportive	13
4147	task	13
4148	terminology	13
4149	territory	13
4150	theme	13
4151	thompson	13
4152	thoughtful	13
4153	toilet	13
4154	tomb	13
4155	torygraph	13
4156	trash	13
4157	uncle	13
4158	unknown	13
4159	unleash	13
4160	violate	13
4161	violation	13
4162	volume	13
4163	wedge	13
4164	wisdom	13
4165	wishful	13
4166	witch	13
4167	woman'	13
4168	'common	12
4169	1.5%	12
4170	2001	12
4171	2007	12
4172	2008	12
4173	abhor	12
4174	achievement	12
4175	acquaintance	12
4176	acquire	12
4177	adapt	12
4178	adherent	12
4179	affection	12
4180	appoint	12
4181	arsehole	12
4182	aspiration	12
4183	atannalangley	12
4184	atbgtaylor	12
4185	atbobbydazzler123	12
4186	atconundrum64	12
4187	atdizzyalien	12
4188	atdollishillbilly	12
4189	atdunedainranger	12
4190	ateileen3245	12
4191	ateoghanmurt	12
4192	atevilsprout	12
4193	atfreewoolly	12
4194	atfutureukpm	12
4195	atgodeye	12
4196	atguru	12
4197	athk1510	12
4198	athuggiebear	12
4199	atjudgetommy	12
4200	atkuna	12
4201	atninoinoz	12
4202	atpresidentjamie	12
4203	atpvg2012	12
4204	atrationalistx	12
4205	atyozenmaster	12
4206	atzarathustra2012	12
4207	aunt	12
4208	backfire	12
4209	balanced	12
4210	bari	12
4211	beard	12
4212	biased	12
4213	bigot.	12
4214	bla	12
4215	brush	12
4216	by-election	12
4217	cancel	12
4218	channel	12
4219	childhood	12
4220	cleric	12
4221	clutch	12
4222	coherent	12
4223	commercial	12
4224	commissioning	12
4225	communication	12
4226	comparable	12
4227	comprise	12
4228	concrete	12
4229	contingent	12
4230	contradictory	12
4231	cook	12
4232	corkscrew	12
4233	cow	12
4234	crash	12
4235	creed	12
4236	damaging	12
4237	definitive	12
4238	denounce	12
4239	developed	12
4240	dialogue	12
4241	differing	12
4242	discipline	12
4243	disguise	12
4244	dissent	12
4245	distant	12
4246	dragon	12
4247	drunk	12
4248	dwp	12
4249	emancipation	12
4250	engineer	12
4251	espouse	12
4252	etymological	12
4253	everyday	12
4254	ex	12
4255	factory	12
4256	familial	12
4257	federal	12
4258	fixed	12
4259	formulate	12
4260	fortunately	12
4261	fountain	12
4262	gap	12
4263	gear	12
4264	gentleman	12
4265	greed	12
4266	grey	12
4267	harder	12
4268	harry	12
4269	homophobic.	12
4270	honesty	12
4271	honourable	12
4272	hungry	12
4273	i.	12
4274	ideally	12
4275	idiocy	12
4276	improvement	12
4277	increased	12
4278	indicator	12
4279	infertility	12
4280	insecure	12
4281	joe	12
4282	jolly	12
4283	leading	12
4284	leather	12
4285	left-handed	12
4286	legislature	12
4287	legitimise	12
4288	length	12
4289	leveson	12
4290	life-long	12
4291	literature	12
4292	lobbying	12
4293	lower	12
4294	mash	12
4295	mercy	12
4296	methodist	12
4297	metropolitan	12
4298	metrosexual	12
4299	military	12
4300	millionaire	12
4301	mockery	12
4302	neighbor	12
4303	neo-liberal	12
4304	obstacle	12
4305	occasional	12
4306	officer	12
4307	old-fashioned	12
4308	ooh	12
4309	opening	12
4310	operator	12
4311	organization	12
4312	out-of-touch	12
4313	owe	12
4314	pact	12
4315	pal	12
4316	pattern	12
4317	performance	12
4318	perk	12
4319	phone	12
4320	playground	12
4321	poetry	12
4322	polygamy.	12
4323	populace	12
4324	posh	12
4325	posting	12
4326	principal	12
4327	province	12
4328	realize	12
4329	registered	12
4330	relief	12
4331	remedy	12
4332	republicans	12
4333	resistance	12
4334	respectable	12
4335	right-winger	12
4336	ruine	12
4337	russian	12
4338	sale	12
4339	sam	12
4340	sameness	12
4341	saying	12
4342	seal	12
4343	segregation	12
4344	separately	12
4345	seperate	12
4346	severely	12
4347	shine	12
4348	shouldnt	12
4349	shred	12
4350	sickness	12
4351	sinner	12
4352	slap	12
4353	smug	12
4354	socialism	12
4355	spanish	12
4356	spelling	12
4357	spew	12
4358	spiteful	12
4359	station	12
4360	stir	12
4361	stress	12
4362	superiority	12
4363	suspicion	12
4364	tail	12
4365	technical	12
4366	technology	12
4367	teenage	12
4368	temporal	12
4369	terrify	12
4370	thats	12
4371	tier	12
4372	tongue	12
4373	torture	12
4374	toxic	12
4375	tricky	12
4376	u	12
4377	understandable	12
4378	undertake	12
4379	uniform	12
4380	unimportant	12
4381	unitarian	12
4382	unusual	12
4383	variable	12
4384	verb	12
4385	vociferous	12
4386	ward	12
4387	weep	12
4388	welsh	12
4389	wet	12
4390	willis	12
4391	window	12
4392	wine	12
4393	wood	12
4394	worthwhile	12
4395	'in	11
4396	'inflict	11
4397	'lesbian	11
4398	'normal'	11
4399	'what	11
4400	'wife'	11
4401	2006	11
4402	23	11
4403	40%	11
4404	400	11
4405	7%	11
4406	73%	11
4407	academic	11
4408	academy	11
4409	acceptability	11
4410	adrift	11
4411	aids	11
4412	aisle	11
4413	alex	11
4414	alien	11
4415	altar	11
4416	announcement	11
4417	application	11
4418	april	11
4419	arbiter	11
4420	are	11
4421	arguement	11
4422	ark	11
4423	assent	11
4424	atadinus	11
4425	ataussibum	11
4426	atbubblensqueak	11
4427	atchrisjhutch11	11
4428	atcovenant	11
4429	atelectricstorminhell	11
4430	atgarsidepotter	11
4431	atgegenbeispiel	11
4432	athaveafalafel	11
4433	atianinoz	11
4434	atmarcolf	11
4435	atneiladdison	11
4436	atpennieb	11
4437	atreturnbye	11
4438	atrosbif71	11
4439	atroundthing	11
4440	atscarlerow500	11
4441	atscattitude	11
4442	atstopthewar	11
4443	atutopiandream	11
4444	australia	11
4445	awareness	11
4446	backbench	11
4447	bacon	11
4448	bandwagon	11
4449	baptist	11
4450	barbaric	11
4451	bedrock	11
4452	blatantly	11
4453	blimey	11
4454	bomb	11
4455	breakfast	11
4456	bull	11
4457	bye	11
4458	calculate	11
4459	capability	11
4460	capitalist	11
4461	capture	11
4462	chair	11
4463	chairman	11
4464	change'	11
4465	charitable	11
4466	cheek	11
4467	chromosome	11
4468	chuckle	11
4469	chum	11
4470	clock	11
4471	clown	11
4472	coffin	11
4473	complexity	11
4474	conceal	11
4475	consumption	11
4476	contention	11
4477	continent	11
4478	continuing	11
4479	convenient	11
4480	cowardly	11
4481	creationist	11
4482	crony	11
4483	crown	11
4484	dan	11
4485	dawn	11
4486	debacle	11
4487	defining	11
4488	deflect	11
4489	deliberate	11
4490	delusional	11
4491	destructive	11
4492	dimension	11
4493	disgusted	11
4494	dissolve	11
4495	diversion	11
4496	downing	11
4497	drone	11
4498	duck	11
4499	e.g	11
4500	edition	11
4501	em	11
4502	emerge	11
4503	entitlement	11
4504	envy	11
4505	eric	11
4506	err	11
4507	esteem	11
4508	executive	11
4509	extinct	11
4510	fallacious	11
4511	famous	11
4512	farcical	11
4513	file	11
4514	finance	11
4515	flavour	11
4516	flimsy	11
4517	flock	11
4518	formalise	11
4519	forthcoming	11
4520	frighten	11
4521	garden	11
4522	genetics	11
4523	glory	11
4524	godwin	11
4525	grauniad	11
4526	greedy	11
4527	grief	11
4528	gut	11
4529	harmless	11
4530	hebrew	11
4531	heterosexuals	11
4532	hetro	11
4533	hoc	11
4534	homeless	11
4535	hopelessly	11
4536	horrendous	11
4537	hurdle	11
4538	iii	11
4539	immutable	11
4540	incompatible	11
4541	inconsistent	11
4542	independently	11
4543	inquisition	11
4544	invade	11
4545	iran	11
4546	italy	11
4547	johnson	11
4548	journey	11
4549	kettle	11
4550	kudo	11
4551	legalised	11
4552	lesbians	11
4553	library	11
4554	literalist	11
4555	loathsome	11
4556	location	11
4557	loyal	11
4558	lunacy	11
4559	manipulate	11
4560	marxist	11
4561	menopause	11
4562	ms	11
4563	nominate	11
4564	non-existent	11
4565	nuance	11
4566	o'brien	11
4567	objectionable	11
4568	objectively	11
4569	obtuse	11
4570	occupy	11
4571	oed	11
4572	ons	11
4573	operation	11
4574	opt-in	11
4575	oral	11
4576	orthodoxy	11
4577	osbourne	11
4578	outrageous	11
4579	participation	11
4580	passport	11
4581	people'	11
4582	perverse	11
4583	pluck	11
4584	polly	11
4585	populist	11
4586	portion	11
4587	pragmatic	11
4588	preferably	11
4589	prick	11
4590	prophet	11
4591	punishable	11
4592	qt	11
4593	queens	11
4594	ramification	11
4595	react	11
4596	reception	11
4597	recession	11
4598	reconcile	11
4599	registrars	11
4600	repression	11
4601	resent	11
4602	respecting	11
4603	rosa	11
4604	rubber	11
4605	sensibility	11
4606	solomon	11
4607	sometime	11
4608	spade	11
4609	sponsor	11
4610	spurious	11
4611	square	11
4612	stamp	11
4613	standpoint	11
4614	star	11
4615	starting	11
4616	starve	11
4617	sterile	11
4618	stomach	11
4619	store	11
4620	summary	11
4621	supersede	11
4622	surprisingly	11
4623	tangible	11
4624	teather	11
4625	tomato	11
4626	ton	11
4627	trial	11
4628	undergo	11
4629	underpin	11
4630	unnecessarily	11
4631	vehemently	11
4632	viii	11
4633	vs	11
4634	weekend	11
4635	willingness	11
4636	women	11
4637	worldwide	11
4638	y	11
4639	'bigot'	10
4640	'do	10
4641	'free	10
4642	'homosexual'	10
4643	'husband'	10
4644	'right	10
4645	3%	10
4646	35	10
4647	500	10
4648	abstract	10
4649	accomodate	10
4650	accordance	10
4651	accurately	10
4652	admire	10
4653	airing	10
4654	allegedly	10
4655	alliance	10
4656	analogous	10
4657	ancestor	10
4658	antis	10
4659	arguably	10
4660	armed	10
4661	ashcroft	10
4662	assembly	10
4663	assess	10
4664	associated	10
4665	astonishing	10
4666	atagentc	10
4667	atalixir	10
4668	atbeor	10
4669	atbosp	10
4670	atcbonn	10
4671	atcharlesprestwich	10
4672	atchummie	10
4673	atconservative77	10
4674	atcreatureadam	10
4675	atdouglas1900	10
4676	atdroneranger	10
4677	atdzjebe	10
4678	atflibbertigiblet	10
4679	atfrancessmith	10
4680	atgerishnakov	10
4681	atgunderic	10
4682	athazzel	10
4683	athoff1000	10
4684	atholyinsurgent	10
4685	atiancw	10
4686	atjacob123	10
4687	atjameslegrand	10
4688	atjimnolan	10
4689	atjoncymru	10
4690	atnorth	10
4691	atparkin13	10
4692	atpvg2013	10
4693	atrico1970	10
4694	atsehol1	10
4695	atstevenj19	10
4696	attain	10
4697	atthespecmeister	10
4698	attimeforpud	10
4699	attimjag	10
4700	attraction	10
4701	atvqlk11	10
4702	atwhydof	10
4703	austria	10
4704	avatar	10
4705	aversion	10
4706	bail	10
4707	barrel	10
4708	bashing	10
4709	bastion	10
4710	beneath	10
4711	bin	10
4712	bisexuality	10
4713	bravo	10
4714	brazil	10
4715	breakthrough	10
4716	brighton	10
4717	bucket	10
4718	bum	10
4719	burning	10
4720	burst	10
4721	butt	10
4722	catholicism	10
4723	celebrant	10
4724	cheapen	10
4725	civic	10
4726	classical	10
4727	classify	10
4728	closing	10
4729	clothing	10
4730	coerce	10
4731	cognitive	10
4732	cohabitation	10
4733	college	10
4734	communicate	10
4735	compete	10
4736	comprehension	10
4737	comprehensive	10
4738	condone	10
4739	confess	10
4740	consort	10
4741	criminalise	10
4742	crucial	10
4743	cuddly	10
4744	culturally	10
4745	custody	10
4746	cycle	10
4747	da	10
4748	darkness	10
4749	deceased	10
4750	degrade	10
4751	deleterious	10
4752	demote	10
4753	denote	10
4754	desirable	10
4755	devoid	10
4756	devote	10
4757	diatribe	10
4758	dichotomy	10
4759	disappoint	10
4760	disastrous	10
4761	disconnect	10
4762	discount	10
4763	discretion	10
4764	distort	10
4765	diverse	10
4766	drug	10
4767	dustbin	10
4768	edge	10
4769	editor	10
4770	ego	10
4771	eight	10
4772	encouragement	10
4773	enhance	10
4774	errr	10
4775	eton	10
4776	examination	10
4777	experiment	10
4778	extended	10
4779	extract	10
4780	f	10
4781	faux	10
4782	fed	10
4783	fence	10
4784	fiscal	10
4785	float	10
4786	flourish	10
4787	foist	10
4788	formally	10
4789	fortune	10
4790	fourth	10
4791	fragile	10
4792	fred	10
4793	frock	10
4794	funnily	10
4795	garbage	10
4796	gayness	10
4797	goldman	10
4798	goverment	10
4799	governance	10
4800	grace	10
4801	gradually	10
4802	greatly	10
4803	groom	10
4804	guidance	10
4805	hammer	10
4806	heavy	10
4807	historian	10
4808	ho	10
4809	hs2	10
4810	incentive	10
4811	induce	10
4812	initially	10
4813	insanity	10
4814	insistence	10
4815	iron	10
4816	israelite	10
4817	jack	10
4818	jackson	10
4819	jeez	10
4820	knight	10
4821	koran	10
4822	lend	10
4823	liable	10
4824	lonely	10
4825	loudly	10
4826	loyalty	10
4827	luther	10
4828	magazine	10
4829	marrige	10
4830	meddle	10
4831	metric	10
4832	mighty	10
4833	migrant	10
4834	minimal	10
4835	miracle	10
4836	misogynistic	10
4837	misunderstanding	10
4838	mod	10
4839	modernisation	10
4840	morris	10
4841	muddy	10
4842	nazis	10
4843	noun	10
4844	null	10
4845	nutty	10
4846	offender	10
4847	organise	10
4848	oscar	10
4849	outline	10
4850	overly	10
4851	paedophile	10
4852	paperwork	10
4853	paraphrase	10
4854	parliamentarian	10
4855	pastor	10
4856	peep	10
4857	pint	10
4858	placate	10
4859	pole	10
4860	polish	10
4861	precise	10
4862	pronouncement	10
4863	punch	10
4864	puzzle	10
4865	ram	10
4866	rampant	10
4867	rapist	10
4868	rating	10
4869	rationality	10
4870	rcc	10
4871	reassure	10
4872	refreshing	10
4873	regards	10
4874	relax	10
4875	release	10
4876	remit	10
4877	removal	10
4878	repair	10
4879	replicate	10
4880	respectful	10
4881	restaurant	10
4882	rocket	10
4883	rot	10
4884	roughshod	10
4885	royalty	10
4886	rump	10
4887	s/he	10
4888	safely	10
4889	saint	10
4890	sandwich	10
4891	sarcasm	10
4892	satisfactory	10
4893	satisfied	10
4894	scientifically	10
4895	scissors	10
4896	scope	10
4897	sectarian	10
4898	self-evident	10
4899	sic	10
4900	slide	10
4901	smash	10
4902	soap	10
4903	soft	10
4904	sounds	10
4905	speculate	10
4906	sphere	10
4907	splash	10
4908	storm	10
4909	stroke	10
4910	suffice	10
4911	sufficiently	10
4912	suffrage	10
4913	summer	10
4914	surrey	10
4915	surround	10
4916	swear	10
4917	sweep	10
4918	technique	10
4919	temporary	10
4920	thumb	10
4921	toff	10
4922	tran	10
4923	transparent	10
4924	transsexual	10
4925	trident	10
4926	tuesday	10
4927	twisted	10
4928	u.s.	10
4929	ultra	10
4930	unhelpful	10
4931	unity	10
4932	unmoved	10
4933	unworkable	10
4934	urban	10
4935	vacuous	10
4936	varying	10
4937	vein	10
4938	wail	10
4939	waiting	10
4940	weigh	10
4941	whereby	10
4942	wince	10
4943	wit	10
4944	womb	10
4945	wrongly	10
4946	xenophobic	10
4947	yellow	10
4948	'argument'	9
4949	'god'	9
4950	'not	9
4951	'you	9
4952	1991	9
4953	1st	9
4954	24%	9
4955	26	9
4956	2nd	9
4957	advantageous	9
4958	afflict	9
4959	afterwards	9
4960	agent	9
4961	alert	9
4962	alike	9
4963	alternatively	9
4964	ammendment	9
4965	amuse	9
4966	anti-discrimination	9
4967	appal	9
4968	appreciation	9
4969	at1essex	9
4970	atandrewbrown	9
4971	atangryaswell	9
4972	atbannon	9
4973	atbudanevey	9
4974	atchris	9
4975	atcynic47	9
4976	atdrchris	9
4977	atdtnorth	9
4978	atengineman	9
4979	atexturpicausa	9
4980	athaikusinenomine	9
4981	atharlequinmod	9
4982	athedropsforglory	9
4983	atjaelbreak	9
4984	atjezabellablewitt	9
4985	atjezd	9
4986	atjgharston	9
4987	atjohnhommer	9
4988	atjohnyarddog	9
4989	atlagrange1945	9
4990	atlubrown	9
4991	atmartynineurope	9
4992	atpaul	9
4993	atpete	9
4994	atpukkap	9
4995	atripthisjoint	9
4996	atsagger5000	9
4997	atsparebulb	9
4998	atstiffkey	9
4999	attimethatthetalewere	9
5000	attomn	9
5001	attweezer	9
5002	atwilliam	9
5003	atyeahbutnobutyeah	9
5004	atyorkshirecat	9
5005	award	9
5006	banking	9
5007	baster	9
5008	bath	9
5009	bencher	9
5010	beside	9
5011	bigots	9
5012	blairite	9
5013	blinkered	9
5014	boat	9
5015	borrow	9
5016	bottle	9
5017	bow	9
5018	brainwashing	9
5019	brian	9
5020	calling	9
5021	charlie	9
5022	cheese	9
5023	chicken	9
5024	cinw	9
5025	civilized	9
5026	clarification	9
5027	cock	9
5028	codger	9
5029	coercion	9
5030	collectively	9
5031	coloured	9
5032	companion	9
5033	competent	9
5034	complement	9
5035	condom	9
5036	conference	9
5037	consequently	9
5038	considerably	9
5039	consign	9
5040	constraint	9
5041	controversy	9
5042	correlation	9
5043	cosy	9
5044	counter-example	9
5045	countless	9
5046	crude	9
5047	cue	9
5048	curtain	9
5049	customer	9
5050	decriminalise	9
5051	defender	9
5052	defense	9
5053	delegate	9
5054	delusion	9
5055	demean	9
5056	dictatorship	9
5057	diktat	9
5058	disappointing	9
5059	disquiet	9
5060	distasteful	9
5061	disturbing	9
5062	divert	9
5063	dogmatic	9
5064	donkey	9
5065	dundee	9
5066	earthly	9
5067	eating	9
5068	editorial	9
5069	eighty	9
5070	elephant	9
5071	elitist	9
5072	enterprise	9
5073	entrench	9
5074	eradicate	9
5075	exceptionalism	9
5076	expertise	9
5077	external	9
5078	facility	9
5079	faction	9
5080	failed	9
5081	fate	9
5082	feldman	9
5083	ff	9
5084	fictional	9
5085	fiddle	9
5086	fifth	9
5087	flame	9
5088	flush	9
5089	forsake	9
5090	fresh	9
5091	friedman	9
5092	friendship	9
5093	froth	9
5094	gang	9
5095	ghastly	9
5096	gideon	9
5097	guilt	9
5098	h	9
5099	hadrian	9
5100	handy	9
5101	happening	9
5102	heh	9
5103	herp	9
5104	homophobe.	9
5105	homosexualist	9
5106	honey	9
5107	hormone	9
5108	huhne	9
5109	humphrey	9
5110	icky	9
5111	identically	9
5112	import	9
5113	inch	9
5114	incite	9
5115	incoherent	9
5116	individually	9
5117	instruct	9
5118	insufficient	9
5119	intended	9
5120	intentionally	9
5121	internationally	9
5122	invisible	9
5123	ipsos-mori	9
5124	isle	9
5125	isolation	9
5126	israel	9
5127	jazz	9
5128	judiciary	9
5129	lab	9
5130	lasting	9
5131	lately	9
5132	leaflet	9
5133	lease	9
5134	lecture	9
5135	loons	9
5136	luke	9
5137	lump	9
5138	manager	9
5139	maths	9
5140	metaphysical	9
5141	mike	9
5142	milestone	9
5143	mixed-sex	9
5144	moderniser	9
5145	monk	9
5146	moore	9
5147	muddle	9
5148	murphy	9
5149	muscle	9
5150	mythical	9
5151	native	9
5152	negate	9
5153	negotiate	9
5154	neil	9
5155	no-brainer	9
5156	non-gay	9
5157	nonetheless	9
5158	obsolete	9
5159	offense	9
5160	onus	9
5161	outly	9
5162	outstanding	9
5163	override	9
5164	package	9
5165	packet	9
5166	painful	9
5167	panic	9
5168	par	9
5169	pardon	9
5170	parody	9
5171	partial	9
5172	passionate	9
5173	patience	9
5174	pause	9
5175	perceived	9
5176	phillip	9
5177	pipe	9
5178	plate	9
5179	player	9
5180	plea	9
5181	poof	9
5182	pornography	9
5183	possession	9
5184	precious	9
5185	preface	9
5186	prescribe	9
5187	priceless	9
5188	problematic	9
5189	procreat	9
5190	productive	9
5191	prostitute	9
5192	protester	9
5193	psychology	9
5194	quid	9
5195	r	9
5196	ramble	9
5197	rambling	9
5198	rationally	9
5199	reassurance	9
5200	regnerus	9
5201	regressive	9
5202	religionist	9
5203	remarkable	9
5204	reprehensible	9
5205	resemble	9
5206	restore	9
5207	reward	9
5208	rewrite	9
5209	rib	9
5210	rightwing	9
5211	rob	9
5212	rotten	9
5213	row	9
5214	same-gender	9
5215	saturday	9
5216	saudi	9
5217	scaremonger	9
5218	schism	9
5219	scientist	9
5220	scorn	9
5221	segment	9
5222	self-serving	9
5223	sentimental	9
5224	shake	9
5225	sharp	9
5226	shave	9
5227	sheffield	9
5228	shite	9
5229	shoe	9
5230	signify	9
5231	signing	9
5232	similarity	9
5233	sixteen	9
5234	sizeable	9
5235	sodom	9
5236	software	9
5237	solid	9
5238	sore	9
5239	span	9
5240	stark	9
5241	steer	9
5242	stunt	9
5243	substantive	9
5244	superstitious	9
5245	surrounding	9
5246	symbolise	9
5247	technicality	9
5248	teh	9
5249	tick	9
5250	tide	9
5251	tit	9
5252	tonkatsu	9
5253	transform	9
5254	translation	9
5255	trim	9
5256	triumph	9
5257	troop	9
5258	turing	9
5259	ukip.	9
5260	ulster	9
5261	unchanging	9
5262	underestimate	9
5263	undoubtedly	9
5264	unelectable	9
5265	unfit	9
5266	unhealthy	9
5267	unsupported	9
5268	veneer	9
5269	viable	9
5270	victoria	9
5271	vindictive	9
5272	volunteer	9
5273	wanker	9
5274	weapon	9
5275	were	9
5276	whistle	9
5277	wilderness	9
5278	wilson	9
5279	winston	9
5280	worldview	9
5281	wright	9
